player,team,opp,pos,stat,season_avg,pred,low,high,range,line,over_price,under_price,yes_price,no_price,edge,signal,conf,model_prob,implied_prob,ev,ev_pct,kelly_frac,injury_status,market_status,is_active,filter_reason,reasoning,game,home_team,away_team,last5_vals,last5_opps,last5_hit,last10_hit,h2h_last5,opp_rank,role_score,minutes_trend,points_trend,intel_source,history_games,history_latest_date,history_source
Michaela Onyenwere,,Washington Mystics @ Golden State Valkyries,,3PM,1.2,0.8,-2.7,4.3,-2.7-4.3,1.5,166.0,-228.5,,,-0.7,UNDER,MED,0.5232,0.6956,-0.2478,-24.8,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Golden State Valkyries,Golden State Valkyries,Washington Mystics,"[1.0, 2.0, 0.0, 0.0, 0.0]","[""Fire"", ""Tempo"", ""Storm"", ""Valkyries"", ""Dream""]",0.8,0.8,"[0, 2.2, 1.2, 0.4, 0]",4,0,,,,10.0,2026-07-16,wnba_player_game_logs
Kayla Thornton,,Washington Mystics @ Golden State Valkyries,,3PM,1.0,0.2,-3.3,3.7,-3.3-3.7,1.5,186.5,-259.5,,,-1.3,UNDER,MED,0.5388,0.7218,-0.2536,-25.4,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Golden State Valkyries,Golden State Valkyries,Washington Mystics,"[2.0, 0.0, 3.0, 0.0, 0.0]","[""Fever"", ""Sun"", ""Tempo"", ""Mystics"", ""Dream""]",0.6,0.6,"[0, 2.0, 1.1, 0.2, 0]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Sarah Ashlee Barker,,Portland Fire @ Minnesota Lynx,,3PM,1.0,0.6,-2.9,4.1,-2.9-4.1,1.5,175.0,-242.5,,,-0.9,UNDER,MED,0.5284,0.708,-0.2537,-25.4,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[2.0, 0.0, 1.0, 0.0, 1.0]","[""Mystics"", ""Sun"", ""Aces"", ""Storm"", ""Mystics""]",0.8,0.5,"[1.5, 0.6, 0, 0, 2.0]",13,0,,,,10.0,2026-07-16,wnba_player_game_logs
Sophie Cunningham,,Seattle Storm @ Indiana Fever,,3PM,1.2,0.7,-2.8,4.2,-2.8-4.2,1.5,-146.4,38.33,,,-0.8,UNDER,MED,0.5258,0.7229,-0.2727,-27.3,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[2.0, 6.0, 1.0, 0.0, 3.0]","[""Valkyries"", ""Aces"", ""Mercury"", ""Sparks"", ""Aces""]",0.4,0.5,"[1.6, 0.7, 0, 0, 2.0]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Dearica Hamby,,Los Angeles Sparks @ Chicago Sky,,3PM,0.2,-0.3,-3.8,3.2,-3.8-3.2,0.5,199.33,-277.0,,,-0.8,UNDER,MED,0.5258,0.7347,-0.2844,-28.4,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[0.0, 0.0, 1.0, 0.0, 0.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",0.8,0.7,"[1.5, 0.6, 0, 0, 0]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Awa Fam,,Seattle Storm @ Indiana Fever,,3PM,1.8,2.0,-1.5,5.5,-1.5-5.5,1.5,18.0,-130.0,,,0.5,OVER,MED,0.518,0.8475,-0.3888,-38.9,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[2.0, 1.0, 0.0, 1.0, 2.0]","[""Sky"", ""Mystics"", ""Dream"", ""Sparks"", ""Fire""]",0.4,0.5,"[2.0, 1.1, 0.2, 3.4, 2.5]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Leïla Lacan,,Connecticut Sun @ Phoenix Mercury,,PTS,13.5,14.4,10.9,17.9,10.9-17.9,13.5,7.0,-131.0,,,0.9,OVER,MED,0.5284,0.9346,-0.4346,-43.5,0.0,ACTIVE,ACTIVE MARKET,True,,"market-implied v5: sportsbook over probability 62.2%, no trusted player baseline yet.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,[],[],,,"[14.0, 13.1, 16.2, 15.3, 14.4]",8,0,,,,0.0,,missing
Marina Mabrey,,Atlanta Dream @ Toronto Tempo,,PTS,20.6,22.6,19.1,26.1,19.1-26.1,22.5,-34.67,-132.5,,,0.1,,LOW,0.5076,0.2574,0.9717,97.2,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[8.0, 12.0, 34.0, 11.0, 19.0]","[""Mystics"", ""Liberty"", ""Wings"", ""Valkyries"", ""Wings""]",,,"[24.4, 23.5, 22.6, 21.7, 20.8]",10,0,,,,10.0,2026-07-14,wnba_player_game_logs
Aliyah Boston,,Seattle Storm @ Indiana Fever,,3PM,1.8,1.4,-2.1,4.9,-2.1-4.9,1.5,165.0,-228.5,,,-0.1,,LOW,0.5076,0.3774,0.3451,34.5,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[2.0, 1.0, 3.0, 3.0, 1.0]","[""Valkyries"", ""Aces"", ""Mercury"", ""Aces"", ""Sparks""]",,,"[0.0, 3.2, 2.3, 1.4, 0.5]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Sonia Citron,,Washington Mystics @ Golden State Valkyries,,3PM,1.7,1.6,-1.9,5.1,-1.9-5.1,1.5,163.5,-225.0,,,0.1,,LOW,0.5076,0.3795,0.3375,33.8,0.05,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Golden State Valkyries,Golden State Valkyries,Washington Mystics,"[0.0, 0.0, 1.0, 1.0, 0.0]","[""Fire"", ""Tempo"", ""Storm"", ""Fire"", ""Sun""]",,,"[2.5, 1.6, 0.7, 0, 3.0]",4,0,,,,10.0,2026-07-16,wnba_player_game_logs
Sydney Taylor,,Los Angeles Sparks @ Chicago Sky,,3PM,2.8,2.3,-1.2,5.8,-1.2-5.8,2.5,139.8,-192.33,,,-0.2,,LOW,0.5102,0.417,0.2235,22.4,0.04,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[1.0, 2.0, 2.0, 3.0, 1.0]","[""Storm"", ""Wings"", ""Sparks"", ""Mercury"", ""Aces""]",,,"[1.4, 0.5, 3.6, 2.8, 1.8]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Rhyne Howard,,Atlanta Dream @ Toronto Tempo,,3PM,3.6,3.6,0.1,7.1,0.1-7.1,3.5,132.2,-179.33,,,0.1,,LOW,0.5076,0.4307,0.1786,17.9,0.0338,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[3.0, 2.0, 4.0, 4.0, 5.0]","[""Sparks"", ""Fire"", ""Storm"", ""Valkyries"", ""Mystics""]",,,"[4.0, 3.1, 2.2, 5.4, 4.5]",10,0,,,,10.0,2026-07-13,wnba_player_game_logs
Sabrina Ionescu,,New York Liberty @ Indiana Fever,,3PM,2.6,2.4,-1.1,5.9,-1.1-5.9,2.5,122.5,-165.0,,,-0.1,,LOW,0.5076,0.4494,0.1294,12.9,0.0264,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",New York Liberty @ Indiana Fever,Indiana Fever,New York Liberty,"[3.0, 3.0, 2.0, 3.0, 5.0]","[""Tempo"", ""Lynx"", ""Wings"", ""Lynx"", ""Aces""]",,,"[3.3, 2.4, 1.5, 0.6, 3.8]",6,0,,,,10.0,2026-07-12,wnba_player_game_logs
Kayla McBride,,Portland Fire @ Minnesota Lynx,,AST,2.5,2.4,-1.1,5.9,-1.1-5.9,2.5,119.0,-160.5,,,-0.1,,LOW,0.5076,0.4566,0.1116,11.2,0.0235,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[1.0, 1.0, 2.0, 4.0, 2.0]","[""Sparks"", ""Mercury"", ""Liberty"", ""Sun"", ""Sun""]",,,"[2.9, 1.9, 1.0, 4.2, 3.3]",13,0,,,,10.0,2026-07-15,wnba_player_game_logs
Kayla McBride,,Portland Fire @ Minnesota Lynx,,REB,3.7,3.5,0.0,7.0,0.0-7.0,3.5,113.0,-151.5,,,0.0,,LOW,0.505,0.4695,0.0756,7.6,0.0167,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[1.0, 6.0, 4.0, 4.0, 3.0]","[""Sparks"", ""Mercury"", ""Liberty"", ""Sun"", ""Sun""]",,,"[5.3, 4.4, 3.5, 2.6, 1.7]",13,0,,,,10.0,2026-07-15,wnba_player_game_logs
Diamond Miller,,Connecticut Sun @ Phoenix Mercury,,REB,2.4,2.3,-1.2,5.8,-1.2-5.8,2.5,108.5,-149.0,,,-0.2,,LOW,0.5102,0.4796,0.0638,6.4,0.0147,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[0.0, 3.0, 4.0, 4.0, 3.0]","[""Fire"", ""Valkyries"", ""Lynx"", ""Lynx"", ""Wings""]",,,"[3.2, 2.3, 1.4, 0.5, 3.6]",8,0,,,,10.0,2026-07-14,wnba_player_game_logs
Jonquel Jones,,New York Liberty @ Indiana Fever,,REB,8.8,9.3,5.8,12.8,5.8-12.8,9.5,107.5,-144.5,,,-0.2,,LOW,0.5102,0.4819,0.0587,5.9,0.0136,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",New York Liberty @ Indiana Fever,Indiana Fever,New York Liberty,"[5.0, 12.0, 12.0, 15.0, 9.0]","[""Tempo"", ""Lynx"", ""Wings"", ""Lynx"", ""Aces""]",,,"[9.8, 8.9, 8.0, 11.1, 10.2]",6,0,,,,10.0,2026-07-12,wnba_player_game_logs
Olivia Miles,,Portland Fire @ Minnesota Lynx,,REB,4.8,4.4,0.9,7.9,0.9-7.9,4.5,104.5,-139.5,,,-0.1,,LOW,0.5076,0.489,0.038,3.8,0.0091,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[4.0, 3.0, 5.0, 5.0, 3.0]","[""Sparks"", ""Mercury"", ""Liberty"", ""Liberty"", ""Wings""]",,,"[3.5, 2.6, 5.8, 4.9, 4.0]",13,0,,,,10.0,2026-07-15,wnba_player_game_logs
Brittney Griner,,Connecticut Sun @ Phoenix Mercury,,RA,7.9,8.5,5.0,12.0,5.0-12.0,8.5,104.0,-142.0,,,0.0,,LOW,0.505,0.4902,0.0302,3.0,0.0073,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[3.0, 13.0, 12.0, 4.0, 11.0]","[""Fire"", ""Lynx"", ""Wings"", ""Mystics"", ""Sky""]",,,"[7.2, 10.3, 9.4, 8.5, 7.6]",8,0,,,,10.0,2026-07-14,wnba_player_game_logs
Bridget Carleton,,Portland Fire @ Minnesota Lynx,,PA,15.2,15.4,11.9,18.9,11.9-18.9,15.5,100.0,-132.0,,,-0.1,,LOW,0.5076,0.5,0.0152,1.5,0.0038,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[9.0, 6.0, 16.0, 12.0, 16.0]","[""Mystics"", ""Sun"", ""Dream"", ""Aces"", ""Storm""]",,,"[15.0, 14.1, 17.2, 16.3, 15.4]",13,0,,,,10.0,2026-07-16,wnba_player_game_logs
Natasha Howard,,Portland Fire @ Minnesota Lynx,,RA,10.6,11.5,8.0,15.0,8.0-15.0,11.5,-104.0,-129.0,,,0.0,,LOW,0.505,0.5098,-0.0094,-0.9,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[16.0, 10.0, 11.0, 12.0, 10.0]","[""Sparks"", ""Mercury"", ""Liberty"", ""Sun"", ""Sun""]",,,"[9.7, 12.8, 11.9, 11.1, 10.2]",13,0,,,,10.0,2026-07-15,wnba_player_game_logs
Brittney Griner,,Connecticut Sun @ Phoenix Mercury,,PRA,21.1,22.8,19.3,26.3,19.3-26.3,22.5,-108.5,-130.0,,,0.3,,LOW,0.5128,0.5204,-0.0146,-1.5,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[5.0, 42.0, 25.0, 14.0, 25.0]","[""Fire"", ""Lynx"", ""Wings"", ""Mystics"", ""Sky""]",,,"[23.2, 22.4, 21.4, 24.6, 23.7]",8,0,,,,10.0,2026-07-14,wnba_player_game_logs
Kiki Iriafen,,Washington Mystics @ Golden State Valkyries,,REB,8.9,9.8,6.3,13.3,6.3-13.3,9.5,-108.5,-123.0,,,0.3,,LOW,0.5128,0.5204,-0.0146,-1.5,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Golden State Valkyries,Golden State Valkyries,Washington Mystics,"[5.0, 14.0, 10.0, 9.0, 10.0]","[""Fire"", ""Tempo"", ""Storm"", ""Valkyries"", ""Dream""]",,,"[8.9, 8.0, 11.2, 10.2, 9.4]",4,0,,,,10.0,2026-07-16,wnba_player_game_logs
Shakira Austin,,Washington Mystics @ Golden State Valkyries,,PRA,25.3,25.6,22.1,29.1,22.1-29.1,25.5,-108.0,-122.0,,,0.1,,LOW,0.5076,0.5192,-0.0224,-2.2,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Golden State Valkyries,Golden State Valkyries,Washington Mystics,"[32.0, 27.0, 20.0, 22.0, 33.0]","[""Fire"", ""Tempo"", ""Storm"", ""Valkyries"", ""Dream""]",,,"[24.2, 27.4, 26.5, 25.6, 24.7]",4,0,,,,10.0,2026-07-16,wnba_player_game_logs
Flau'jae Johnson,,Seattle Storm @ Indiana Fever,,REB,5.2,5.3,1.8,8.8,1.8-8.8,5.5,-109.5,-124.0,,,-0.2,,LOW,0.5102,0.5227,-0.0239,-2.4,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[6.0, 4.0, 2.0, 5.0, 8.0]","[""Sky"", ""Mystics"", ""Dream"", ""Sparks"", ""Fire""]",,,"[4.8, 3.9, 7.1, 6.2, 5.3]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Marina Mabrey,,Atlanta Dream @ Toronto Tempo,,AST,3.7,3.7,0.2,7.2,0.2-7.2,3.5,-109.5,-123.33,,,0.2,,LOW,0.5102,0.5227,-0.0239,-2.4,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[3.0, 1.0, 1.0, 4.0, 5.0]","[""Mystics"", ""Liberty"", ""Wings"", ""Valkyries"", ""Wings""]",,,"[2.8, 1.9, 5.1, 4.2, 3.2]",10,0,,,,10.0,2026-07-14,wnba_player_game_logs
Kayla McBride,,Portland Fire @ Minnesota Lynx,,PRA,21.9,24.2,20.7,27.7,20.7-27.7,24.5,-112.0,-118.0,,,-0.3,,LOW,0.5128,0.5283,-0.0293,-2.9,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[26.0, 44.0, 31.0, 31.0, 33.0]","[""Sparks"", ""Mercury"", ""Liberty"", ""Sun"", ""Sun""]",,,"[22.4, 25.6, 24.6, 23.8, 22.8]",13,0,,,,10.0,2026-07-15,wnba_player_game_logs
Kamilla Cardoso,,Los Angeles Sparks @ Chicago Sky,,AST,2.3,2.3,-1.2,5.8,-1.2-5.8,2.5,-111.0,-131.0,,,-0.2,,LOW,0.5102,0.5261,-0.0302,-3.0,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[0.0, 2.0, 4.0, 4.0, 2.0]","[""Wings"", ""Sparks"", ""Mercury"", ""Aces"", ""Aces""]",,,"[1.4, 0.5, 3.6, 2.8, 1.8]",5,0,,,,10.0,2026-07-12,wnba_player_game_logs
Carla Leite,,Portland Fire @ Minnesota Lynx,,AST,5.5,5.4,1.9,8.9,1.9-8.9,5.5,-110.5,-121.5,,,-0.1,,LOW,0.5076,0.5249,-0.033,-3.3,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[5.0, 2.0, 10.0, 5.0, 4.0]","[""Mystics"", ""Sun"", ""Dream"", ""Aces"", ""Storm""]",,,"[6.8, 5.9, 5.0, 4.1, 7.2]",13,0,,,,10.0,2026-07-16,wnba_player_game_logs
Nneka Ogwumike,,Los Angeles Sparks @ Chicago Sky,,PA,19.1,20.7,17.2,24.2,17.2-24.2,20.5,-112.0,-120.0,,,0.2,,LOW,0.5102,0.5283,-0.0343,-3.4,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[28.0, 24.0, 30.0, 29.0, 17.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",,,"[18.9, 22.1, 21.1, 20.2, 19.3]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Aliyah Boston,,Seattle Storm @ Indiana Fever,,PR,24.9,25.4,21.9,28.9,21.9-28.9,25.5,-111.0,-121.0,,,-0.1,,LOW,0.5076,0.5261,-0.0351,-3.5,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[22.0, 30.0, 30.0, 28.0, 24.0]","[""Valkyries"", ""Aces"", ""Mercury"", ""Aces"", ""Sparks""]",,,"[27.2, 26.3, 25.4, 24.5, 23.6]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Kayla McBride,,Portland Fire @ Minnesota Lynx,,PTS,15.7,18.4,14.9,21.9,14.9-21.9,18.5,-111.0,-118.0,,,-0.1,,LOW,0.5076,0.5261,-0.0351,-3.5,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[24.0, 37.0, 25.0, 23.0, 28.0]","[""Sparks"", ""Mercury"", ""Liberty"", ""Sun"", ""Sun""]",,,"[17.5, 16.6, 19.8, 18.8, 17.9]",13,0,,,,10.0,2026-07-15,wnba_player_game_logs
Maria Conde,,Atlanta Dream @ Toronto Tempo,,3PM,1.6,1.6,-1.9,5.1,-1.9-5.1,1.5,-111.6,-117.33,,,0.1,,LOW,0.5076,0.5274,-0.0376,-3.8,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[0.0, 3.0, 2.0, 1.0, 1.0]","[""Mystics"", ""Liberty"", ""Wings"", ""Valkyries"", ""Wings""]",,,"[2.5, 1.6, 0.7, 0, 3.0]",10,0,,,,10.0,2026-07-14,wnba_player_game_logs
Julie Allemand,,Atlanta Dream @ Toronto Tempo,,PTS,6.3,7.7,4.2,11.2,4.2-11.2,7.5,-113.0,-115.0,,,0.2,,LOW,0.5102,0.5305,-0.0383,-3.8,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[15.0, 2.0, 3.0, 9.0, 11.0]","[""Mystics"", ""Liberty"", ""Wings"", ""Valkyries"", ""Mercury""]",,,"[7.7, 6.8, 5.9, 9.1, 8.2]",10,0,,,,10.0,2026-07-14,wnba_player_game_logs
Dearica Hamby,,Los Angeles Sparks @ Chicago Sky,,PTS,14.2,15.3,11.8,18.8,11.8-18.8,15.5,-113.5,-112.67,,,-0.2,,LOW,0.5102,0.5316,-0.0403,-4.0,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[10.0, 12.0, 17.0, 21.0, 17.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",,,"[16.2, 15.3, 14.4, 13.5, 16.7]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Julie Allemand,,Atlanta Dream @ Toronto Tempo,,REB,3.1,3.7,0.2,7.2,0.2-7.2,3.5,-113.75,-120.33,,,0.2,,LOW,0.5102,0.5322,-0.0413,-4.1,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[5.0, 3.0, 5.0, 3.0, 7.0]","[""Mystics"", ""Liberty"", ""Wings"", ""Valkyries"", ""Mercury""]",,,"[2.4, 5.5, 4.6, 3.7, 2.8]",10,0,,,,10.0,2026-07-14,wnba_player_game_logs
Janelle Salaun,,Washington Mystics @ Golden State Valkyries,,REB,4.0,3.6,0.1,7.1,0.1-7.1,3.5,-114.0,-117.5,,,0.1,,LOW,0.5076,0.5327,-0.0471,-4.7,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Golden State Valkyries,Golden State Valkyries,Washington Mystics,"[2.0, 7.0, 6.0, 1.0, 2.0]","[""Fever"", ""Sun"", ""Tempo"", ""Mystics"", ""Dream""]",,,"[3.1, 2.2, 5.4, 4.5, 3.6]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Breanna Stewart,,New York Liberty @ Indiana Fever,,RA,11.0,10.5,7.0,14.0,7.0-14.0,10.5,-113.0,-118.0,,,0.0,,LOW,0.505,0.5305,-0.0481,-4.8,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",New York Liberty @ Indiana Fever,Indiana Fever,New York Liberty,"[5.0, 10.0, 13.0, 7.0, 15.0]","[""Tempo"", ""Lynx"", ""Wings"", ""Lynx"", ""Aces""]",,,"[8.7, 11.8, 10.9, 10.1, 9.2]",6,0,,,,10.0,2026-07-12,wnba_player_game_logs
Leïla Lacan,,Connecticut Sun @ Phoenix Mercury,,PTS,12.5,12.5,9.0,16.0,9.0-16.0,12.5,-113.67,-115.5,,,0.0,,LOW,0.505,0.532,-0.0507,-5.1,0.0,ACTIVE,ACTIVE MARKET,True,,"market-implied v5: sportsbook over probability 49.8%, no trusted player baseline yet.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,[],[],,,"[12.1, 11.2, 14.3, 13.4, 12.5]",8,0,,,,0.0,,missing
Sabrina Ionescu,,New York Liberty @ Indiana Fever,,REB,3.3,3.2,-0.3,6.7,-0.3-6.7,3.5,-118.0,-113.5,,,-0.3,,LOW,0.5128,0.5413,-0.0526,-5.3,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",New York Liberty @ Indiana Fever,Indiana Fever,New York Liberty,"[2.0, 8.0, 3.0, 2.0, 5.0]","[""Tempo"", ""Lynx"", ""Wings"", ""Lynx"", ""Aces""]",,,"[1.9, 5.0, 4.1, 3.2, 2.3]",6,0,,,,10.0,2026-07-12,wnba_player_game_logs
Kamilla Cardoso,,Los Angeles Sparks @ Chicago Sky,,PA,16.0,17.7,14.2,21.2,14.2-21.2,17.5,-117.0,-113.5,,,0.2,,LOW,0.5102,0.5392,-0.0537,-5.4,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[6.0, 17.0, 13.0, 20.0, 26.0]","[""Wings"", ""Sparks"", ""Mercury"", ""Aces"", ""Aces""]",,,"[15.9, 19.1, 18.1, 17.2, 16.3]",5,0,,,,10.0,2026-07-12,wnba_player_game_logs
