player,team,opp,pos,stat,season_avg,pred,low,high,range,line,over_price,under_price,yes_price,no_price,edge,signal,conf,model_prob,implied_prob,ev,ev_pct,kelly_frac,injury_status,market_status,is_active,filter_reason,reasoning,game,home_team,away_team,last5_vals,last5_opps,last5_hit,last10_hit,h2h_last5,opp_rank,role_score,minutes_trend,points_trend,intel_source,history_games,history_latest_date,history_source
Kahleah Copper,,Connecticut Sun @ Phoenix Mercury,,PA,22.2,24.8,21.3,28.3,21.3-28.3,23.5,-112.5,-118.0,,,1.3,OVER,MED,0.5388,0.5294,0.0177,1.8,0.005,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[27.0, 9.0, 24.0, 26.0, 33.0]","[""Lynx"", ""Aces"", ""Fever"", ""Sky"", ""Storm""]",0.8,0.7,"[23.0, 26.2, 25.2, 24.4, 23.4]",8,0,,,,10.0,2026-07-13,wnba_player_game_logs
Gabby Williams,,Washington Mystics @ Golden State Valkyries,,PTS,15.0,12.0,8.5,15.5,8.5-15.5,13.5,-114.0,-115.0,,,-1.5,UNDER,MED,0.544,0.5349,0.017,1.7,0.0049,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Washington Mystics @ Golden State Valkyries,Golden State Valkyries,Washington Mystics,"[16.0, 7.0, 2.0, 19.0, 7.0]","[""Fever"", ""Tempo"", ""Mystics"", ""Dream"", ""Liberty""]",0.6,0.4,"[12.4, 11.6, 10.7, 13.8, 12.9]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Kahleah Copper,,Connecticut Sun @ Phoenix Mercury,,PRA,26.0,28.9,25.4,32.4,25.4-32.4,27.5,-114.0,-117.5,,,1.4,OVER,MED,0.5414,0.5327,0.0163,1.6,0.0046,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[30.0, 13.0, 29.0, 30.0, 40.0]","[""Lynx"", ""Aces"", ""Fever"", ""Sky"", ""Storm""]",0.8,0.7,"[29.8, 28.9, 28.0, 27.1, 30.2]",8,0,,,,10.0,2026-07-13,wnba_player_game_logs
Marina Mabrey,,Atlanta Dream @ Toronto Tempo,,PA,24.3,26.8,23.3,30.3,23.3-30.3,25.5,-113.0,-119.0,,,1.3,OVER,MED,0.5388,0.5305,0.0156,1.6,0.0044,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[11.0, 13.0, 35.0, 15.0, 24.0]","[""Mystics"", ""Liberty"", ""Wings"", ""Valkyries"", ""Wings""]",0.2,0.4,"[25.0, 28.2, 27.2, 26.4, 25.4]",10,0,,,,10.0,2026-07-14,wnba_player_game_logs
Caitlin Clark,,Seattle Storm @ Indiana Fever,,PR,23.2,20.9,17.4,24.4,17.4-24.4,22.5,-114.5,-117.0,,,-1.6,UNDER,MED,0.5466,0.5392,0.0138,1.4,0.004,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[16.0, 19.0, 13.0, 19.0, 27.0]","[""Valkyries"", ""Aces"", ""Sparks"", ""Mercury"", ""Mercury""]",0.8,0.4,"[22.2, 21.3, 20.4, 19.5, 22.7]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Natasha Howard,,Portland Fire @ Minnesota Lynx,,PTS,16.2,16.1,12.6,19.6,12.6-19.6,15.5,-106.0,-122.0,,,0.6,OVER,MED,0.5206,0.5146,0.0117,1.2,0.0031,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[10.0, 13.0, 16.0, 12.0, 18.0]","[""Sparks"", ""Mercury"", ""Liberty"", ""Sun"", ""Sun""]",0.4,0.5,"[17.0, 16.1, 15.2, 14.3, 17.5]",13,0,,,,10.0,2026-07-15,wnba_player_game_logs
Angel Reese,,Atlanta Dream @ Toronto Tempo,,PTS,14.5,15.2,11.7,18.7,11.7-18.7,16.5,-121.67,-115.0,,,-1.3,UNDER,MED,0.5388,0.5349,0.0073,0.7,0.0021,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Atlanta Dream @ Toronto Tempo,Toronto Tempo,Atlanta Dream,"[23.0, 18.0, 17.0, 13.0, 17.0]","[""Sparks"", ""Storm"", ""Valkyries"", ""Mystics"", ""Storm""]",0.2,0.4,"[14.8, 13.8, 17.0, 16.1, 15.2]",10,0,,,,10.0,2026-07-13,wnba_player_game_logs
Dearica Hamby,,Los Angeles Sparks @ Chicago Sky,,PRA,23.8,24.7,21.2,28.2,21.2-28.2,25.5,-119.67,-109.5,,,-0.8,UNDER,MED,0.5258,0.5227,0.006,0.6,0.0016,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Los Angeles Sparks @ Chicago Sky,Chicago Sky,Los Angeles Sparks,"[19.0, 19.0, 27.0, 32.0, 23.0]","[""Lynx"", ""Dream"", ""Sky"", ""Fever"", ""Storm""]",0.6,0.7,"[24.7, 23.8, 22.9, 26.1, 25.1]",5,0,,,,10.0,2026-07-15,wnba_player_game_logs
Awa Fam,,Seattle Storm @ Indiana Fever,,PA,13.2,13.1,9.6,16.6,9.6-16.6,14.5,-116.0,-117.0,,,-1.4,UNDER,MED,0.5414,0.5392,0.0041,0.4,0.0012,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[17.0, 2.0, 8.0, 9.0, 13.0]","[""Sky"", ""Mystics"", ""Dream"", ""Sparks"", ""Fire""]",0.8,0.5,"[12.7, 11.8, 14.9, 14.0, 13.1]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Olivia Miles,,Portland Fire @ Minnesota Lynx,,PTS,17.5,18.0,14.5,21.5,14.5-21.5,19.5,-111.0,-118.5,,,-1.5,UNDER,MED,0.544,0.5423,0.0031,0.3,0.0009,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[18.0, 33.0, 23.0, 14.0, 21.0]","[""Sparks"", ""Mercury"", ""Liberty"", ""Liberty"", ""Wings""]",0.4,0.4,"[18.4, 17.6, 16.6, 19.8, 18.9]",13,0,,,,10.0,2026-07-15,wnba_player_game_logs
Flau'jae Johnson,,Seattle Storm @ Indiana Fever,,PRA,20.8,21.9,18.4,25.4,18.4-25.4,23.5,-109.5,-120.0,,,-1.6,UNDER,MED,0.5466,0.5455,0.0021,0.2,0.0006,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[35.0, 12.0, 21.0, 31.0, 12.0]","[""Sky"", ""Mystics"", ""Dream"", ""Sparks"", ""Fire""]",0.6,0.5,"[21.9, 21.0, 20.1, 23.2, 22.3]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
DeWanna Bonner,,Connecticut Sun @ Phoenix Mercury,,RA,6.2,7.7,4.2,11.2,4.2-11.2,8.5,-120.5,-110.5,,,-0.8,UNDER,MED,0.5258,0.5249,0.0016,0.2,0.0005,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[12.0, 7.0, 9.0, 7.0, 10.0]","[""Lynx"", ""Aces"", ""Fever"", ""Sky"", ""Storm""]",0.4,0.5,"[9.5, 8.6, 7.7, 6.8, 5.9]",8,0,,,,10.0,2026-07-13,wnba_player_game_logs
Caitlin Clark,,Seattle Storm @ Indiana Fever,,RA,11.1,9.9,6.4,13.4,6.4-13.4,11.5,-111.5,-120.5,,,-1.6,UNDER,MED,0.5466,0.5465,0.0002,0.0,0.0001,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Seattle Storm @ Indiana Fever,Indiana Fever,Seattle Storm,"[9.0, 13.0, 7.0, 8.0, 12.0]","[""Valkyries"", ""Aces"", ""Sparks"", ""Mercury"", ""Mercury""]",0.6,0.6,"[8.6, 11.7, 10.8, 9.9, 9.0]",4,0,,,,10.0,2026-07-15,wnba_player_game_logs
Carla Leite,,Portland Fire @ Minnesota Lynx,,PA,20.4,21.6,18.1,25.1,18.1-25.1,20.5,-114.5,-117.0,,,1.1,OVER,MED,0.5336,0.5338,-0.0004,-0.0,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[19.0, 2.0, 23.0, 18.0, 24.0]","[""Mystics"", ""Sun"", ""Dream"", ""Aces"", ""Storm""]",0.4,0.5,"[22.1, 21.2, 20.2, 23.4, 22.5]",13,0,,,,10.0,2026-07-16,wnba_player_game_logs
Alyssa Thomas,,Connecticut Sun @ Phoenix Mercury,,PTS,13.8,15.2,11.7,18.7,11.7-18.7,14.5,-110.0,-120.33,,,0.7,OVER,MED,0.5232,0.5238,-0.0012,-0.1,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Connecticut Sun @ Phoenix Mercury,Phoenix Mercury,Connecticut Sun,"[19.0, 7.0, 22.0, 11.0, 9.0]","[""Lynx"", ""Aces"", ""Fever"", ""Sky"", ""Storm""]",0.4,0.4,"[13.4, 16.6, 15.6, 14.8, 13.8]",8,0,,,,10.0,2026-07-13,wnba_player_game_logs
Carla Leite,,Portland Fire @ Minnesota Lynx,,PRA,22.7,24.2,20.7,27.7,20.7-27.7,22.5,-123.0,-109.5,,,1.7,OVER,MED,0.5492,0.5516,-0.0043,-0.4,0.0,ACTIVE,ACTIVE MARKET,True,,"v5 intelligence blend from stats.wnba.com: season + recent form, usage, efficiency, minutes, pace, role score, and price lean.",Portland Fire @ Minnesota Lynx,Minnesota Lynx,Portland Fire,"[20.0, 2.0, 26.0, 21.0, 27.0]","[""Mystics"", ""Sun"", ""Dream"", ""Aces"", ""Storm""]",0.4,0.5,"[23.3, 22.4, 25.6, 24.6, 23.8]",13,0,,,,10.0,2026-07-16,wnba_player_game_logs
