row_number,candidate_id,date,player,game,stat,side,line,outcome,category,reason,existing_grading_reason
1,2026-07-12|natisha hiedeman|seattle storm @ washington mystics|pr|over|16.5||-119.0,2026-07-12,Natisha Hiedeman,Seattle Storm @ Washington Mystics,PR,OVER,16.5,WIN,graded,final outcome WIN,
2,2026-07-12|kelsey mitchell|indiana fever @ las vegas aces|3pm|over|2.5||-129.67,2026-07-12,Kelsey Mitchell,Indiana Fever @ Las Vegas Aces,3PM,OVER,2.5,WIN,graded,final outcome WIN,
3,2026-07-12|kelsey mitchell|indiana fever @ las vegas aces|pts|over|21.5||-126.0,2026-07-12,Kelsey Mitchell,Indiana Fever @ Las Vegas Aces,PTS,OVER,21.5,WIN,graded,final outcome WIN,
4,2026-07-12|kelsey mitchell|indiana fever @ las vegas aces|pra|over|26.5||-119.33,2026-07-12,Kelsey Mitchell,Indiana Fever @ Las Vegas Aces,PRA,OVER,26.5,WIN,graded,final outcome WIN,
5,2026-07-12|maria conde|new york liberty @ toronto tempo|pr|under|16.5||-124.0,2026-07-12,Maria Conde,New York Liberty @ Toronto Tempo,PR,UNDER,16.5,WIN,graded,final outcome WIN,
6,2026-07-12|kelsey mitchell|indiana fever @ las vegas aces|pr|over|23.5||-125.0,2026-07-12,Kelsey Mitchell,Indiana Fever @ Las Vegas Aces,PR,OVER,23.5,WIN,graded,final outcome WIN,
7,2026-07-12|a'ja wilson|indiana fever @ las vegas aces|ast|under|3.5||-167.0,2026-07-12,A'ja Wilson,Indiana Fever @ Las Vegas Aces,AST,UNDER,3.5,WIN,graded,final outcome WIN,
8,2026-07-12|kelsey mitchell|indiana fever @ las vegas aces|pa|over|25.5||-109.0,2026-07-12,Kelsey Mitchell,Indiana Fever @ Las Vegas Aces,PA,OVER,25.5,WIN,graded,final outcome WIN,
9,2026-07-12|kelsey mitchell|indiana fever @ las vegas aces|pts|over|22.5||-114.0,2026-07-12,Kelsey Mitchell,Indiana Fever @ Las Vegas Aces,PTS,OVER,22.5,WIN,graded,final outcome WIN,
10,2026-07-12|azura stevens|chicago sky @ dallas wings|pts|under|12.5||-128.5,2026-07-12,Azura Stevens,Chicago Sky @ Dallas Wings,PTS,UNDER,12.5,WIN,graded,final outcome WIN,
11,2026-07-12|sophie cunningham|indiana fever @ las vegas aces|reb|under|2.5||-135.5,2026-07-12,Sophie Cunningham,Indiana Fever @ Las Vegas Aces,REB,UNDER,2.5,WIN,graded,final outcome WIN,
12,2026-07-12|sabrina ionescu|new york liberty @ toronto tempo|ast|under|5.5||-158.0,2026-07-12,Sabrina Ionescu,New York Liberty @ Toronto Tempo,AST,UNDER,5.5,WIN,graded,final outcome WIN,
13,2026-07-12|natisha hiedeman|seattle storm @ washington mystics|pts|over|14.5||-108.8,2026-07-12,Natisha Hiedeman,Seattle Storm @ Washington Mystics,PTS,OVER,14.5,WIN,graded,final outcome WIN,
14,2026-07-12|pauline astier|new york liberty @ toronto tempo|reb|under|3.5||-180.0,2026-07-12,Pauline Astier,New York Liberty @ Toronto Tempo,REB,UNDER,3.5,WIN,graded,final outcome WIN,
15,2026-07-12|natisha hiedeman|seattle storm @ washington mystics|pa|over|18.5||-126.0,2026-07-12,Natisha Hiedeman,Seattle Storm @ Washington Mystics,PA,OVER,18.5,WIN,graded,final outcome WIN,
16,2026-07-12|azura stevens|chicago sky @ dallas wings|pr|under|19.5||-119.0,2026-07-12,Azura Stevens,Chicago Sky @ Dallas Wings,PR,UNDER,19.5,WIN,graded,final outcome WIN,
17,2026-07-12|kelsey mitchell|indiana fever @ las vegas aces|ast|over|2.5||-160.33,2026-07-12,Kelsey Mitchell,Indiana Fever @ Las Vegas Aces,AST,OVER,2.5,WIN,graded,final outcome WIN,
18,2026-07-12|jackie young|indiana fever @ las vegas aces|reb|under|4.5||-157.5,2026-07-12,Jackie Young,Indiana Fever @ Las Vegas Aces,REB,UNDER,4.5,WIN,graded,final outcome WIN,
19,2026-07-12|jewell loyd|indiana fever @ las vegas aces|3pm|over|1.5||-149.0,2026-07-12,Jewell Loyd,Indiana Fever @ Las Vegas Aces,3PM,OVER,1.5,LOSS,graded,final outcome LOSS,
20,2026-07-12|natisha hiedeman|seattle storm @ washington mystics|ast|under|4.5||-135.0,2026-07-12,Natisha Hiedeman,Seattle Storm @ Washington Mystics,AST,UNDER,4.5,WIN,graded,final outcome WIN,
21,2026-07-12|jewell loyd|indiana fever @ las vegas aces|3pm|under|2.5||-209.5,2026-07-12,Jewell Loyd,Indiana Fever @ Las Vegas Aces,3PM,UNDER,2.5,WIN,graded,final outcome WIN,
22,2026-07-12|aliyah boston|indiana fever @ las vegas aces|pts|over|16.5||-109.8,2026-07-12,Aliyah Boston,Indiana Fever @ Las Vegas Aces,PTS,OVER,16.5,WIN,graded,final outcome WIN,
23,2026-07-12|pauline astier|new york liberty @ toronto tempo|pr|under|12.5||-123.5,2026-07-12,Pauline Astier,New York Liberty @ Toronto Tempo,PR,UNDER,12.5,WIN,graded,final outcome WIN,
24,2026-07-12|natisha hiedeman|seattle storm @ washington mystics|pra|over|21.5||-111.0,2026-07-12,Natisha Hiedeman,Seattle Storm @ Washington Mystics,PRA,OVER,21.5,WIN,graded,final outcome WIN,
25,2026-07-12|michaela onyenwere|seattle storm @ washington mystics|reb|under|3.5||-208.0,2026-07-12,Michaela Onyenwere,Seattle Storm @ Washington Mystics,REB,UNDER,3.5,WIN,graded,final outcome WIN,
26,2026-07-12|pauline astier|new york liberty @ toronto tempo|pts|under|9.5||-130.0,2026-07-12,Pauline Astier,New York Liberty @ Toronto Tempo,PTS,UNDER,9.5,WIN,graded,final outcome WIN,
27,2026-07-12|michaela onyenwere|seattle storm @ washington mystics|pr|under|13.5||-131.0,2026-07-12,Michaela Onyenwere,Seattle Storm @ Washington Mystics,PR,UNDER,13.5,WIN,graded,final outcome WIN,
28,2026-07-12|awa fam|seattle storm @ washington mystics|pr|under|17.5||-124.0,2026-07-12,Awa Fam,Seattle Storm @ Washington Mystics,PR,UNDER,17.5,WIN,graded,final outcome WIN,
29,2026-07-12|dominique malonga|seattle storm @ washington mystics|pts|under|16.5||-106.0,2026-07-12,Dominique Malonga,Seattle Storm @ Washington Mystics,PTS,UNDER,16.5,WIN,graded,final outcome WIN,
30,2026-07-12|a'ja wilson|indiana fever @ las vegas aces|pr|over|35.5||-111.5,2026-07-12,A'ja Wilson,Indiana Fever @ Las Vegas Aces,PR,OVER,35.5,LOSS,graded,final outcome LOSS,
31,2026-07-12|julie allemand|new york liberty @ toronto tempo|pr|under|12.5||-130.0,2026-07-12,Julie Allemand,New York Liberty @ Toronto Tempo,PR,UNDER,12.5,WIN,graded,final outcome WIN,
32,2026-07-12|a'ja wilson|indiana fever @ las vegas aces|pra|over|38.5||-116.0,2026-07-12,A'ja Wilson,Indiana Fever @ Las Vegas Aces,PRA,OVER,38.5,LOSS,graded,final outcome LOSS,
33,2026-07-12|arike ogunbowale|chicago sky @ dallas wings|3pm|under|1.5||103.0,2026-07-12,Arike Ogunbowale,Chicago Sky @ Dallas Wings,3PM,UNDER,1.5,LOSS,graded,final outcome LOSS,
34,2026-07-12|nalyssa smith|indiana fever @ las vegas aces|pr|over|16.5||-132.0,2026-07-12,NaLyssa Smith,Indiana Fever @ Las Vegas Aces,PR,OVER,16.5,LOSS,graded,final outcome LOSS,
35,2026-07-12|azura stevens|chicago sky @ dallas wings|pa|under|14.5||-107.0,2026-07-12,Azura Stevens,Chicago Sky @ Dallas Wings,PA,UNDER,14.5,WIN,graded,final outcome WIN,
36,2026-07-12|kiki iriafen|seattle storm @ washington mystics|reb|over|8.5||-133.8,2026-07-12,Kiki Iriafen,Seattle Storm @ Washington Mystics,REB,OVER,8.5,WIN,graded,final outcome WIN,
37,2026-07-12|a'ja wilson|indiana fever @ las vegas aces|reb|over|9.5||-112.8,2026-07-12,A'ja Wilson,Indiana Fever @ Las Vegas Aces,REB,OVER,9.5,WIN,graded,final outcome WIN,
38,2026-07-12|michaela onyenwere|seattle storm @ washington mystics|pts|under|10.5||-130.0,2026-07-12,Michaela Onyenwere,Seattle Storm @ Washington Mystics,PTS,UNDER,10.5,WIN,graded,final outcome WIN,
39,2026-07-12|dominique malonga|seattle storm @ washington mystics|pa|under|18.5||-107.5,2026-07-12,Dominique Malonga,Seattle Storm @ Washington Mystics,PA,UNDER,18.5,WIN,graded,final outcome WIN,
40,2026-07-12|awa fam|seattle storm @ washington mystics|reb|under|5.5||-142.25,2026-07-12,Awa Fam,Seattle Storm @ Washington Mystics,REB,UNDER,5.5,WIN,graded,final outcome WIN,
41,2026-07-12|a'ja wilson|indiana fever @ las vegas aces|ra|over|12.5||-112.5,2026-07-12,A'ja Wilson,Indiana Fever @ Las Vegas Aces,RA,OVER,12.5,WIN,graded,final outcome WIN,
42,2026-07-12|julie allemand|new york liberty @ toronto tempo|pra|under|19.5||-127.67,2026-07-12,Julie Allemand,New York Liberty @ Toronto Tempo,PRA,UNDER,19.5,WIN,graded,final outcome WIN,
43,2026-07-12|dominique malonga|seattle storm @ washington mystics|pr|under|25.5||-117.5,2026-07-12,Dominique Malonga,Seattle Storm @ Washington Mystics,PR,UNDER,25.5,WIN,graded,final outcome WIN,
44,2026-07-12|dominique malonga|seattle storm @ washington mystics|pra|under|27.5||-118.67,2026-07-12,Dominique Malonga,Seattle Storm @ Washington Mystics,PRA,UNDER,27.5,WIN,graded,final outcome WIN,
45,2026-07-12|michaela onyenwere|seattle storm @ washington mystics|3pm|under|1.5||-209.75,2026-07-12,Michaela Onyenwere,Seattle Storm @ Washington Mystics,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
46,2026-07-12|aliyah boston|indiana fever @ las vegas aces|ra|under|12.5||-138.0,2026-07-12,Aliyah Boston,Indiana Fever @ Las Vegas Aces,RA,UNDER,12.5,LOSS,graded,final outcome LOSS,
47,2026-07-12|azura stevens|chicago sky @ dallas wings|pra|under|22.5||-124.5,2026-07-12,Azura Stevens,Chicago Sky @ Dallas Wings,PRA,UNDER,22.5,WIN,graded,final outcome WIN,
48,2026-07-12|aliyah boston|indiana fever @ las vegas aces|ra|under|11.5||101.0,2026-07-12,Aliyah Boston,Indiana Fever @ Las Vegas Aces,RA,UNDER,11.5,LOSS,graded,final outcome LOSS,
49,2026-07-12|azura stevens|chicago sky @ dallas wings|pra|under|21.5||-102.0,2026-07-12,Azura Stevens,Chicago Sky @ Dallas Wings,PRA,UNDER,21.5,WIN,graded,final outcome WIN,
50,2026-07-12|a'ja wilson|indiana fever @ las vegas aces|3pm|over|0.5||-172.4,2026-07-12,A'ja Wilson,Indiana Fever @ Las Vegas Aces,3PM,OVER,0.5,LOSS,graded,final outcome LOSS,
51,2026-07-12|natasha cloud|chicago sky @ dallas wings|ast|over|4.5||-156.67,2026-07-12,Natasha Cloud,Chicago Sky @ Dallas Wings,AST,OVER,4.5,LOSS,graded,final outcome LOSS,
52,2026-07-12|natasha cloud|chicago sky @ dallas wings|pts|under|11.5||-131.0,2026-07-12,Natasha Cloud,Chicago Sky @ Dallas Wings,PTS,UNDER,11.5,WIN,graded,final outcome WIN,
53,2026-07-12|azzi fudd|chicago sky @ dallas wings|pts|under|14.5||-113.0,2026-07-12,Azzi Fudd,Chicago Sky @ Dallas Wings,PTS,UNDER,14.5,WIN,graded,final outcome WIN,
54,2026-07-12|kamilla cardoso|chicago sky @ dallas wings|ra|under|11.5||-118.0,2026-07-12,Kamilla Cardoso,Chicago Sky @ Dallas Wings,RA,UNDER,11.5,WIN,graded,final outcome WIN,
55,2026-07-12|kamilla cardoso|chicago sky @ dallas wings|reb|under|8.5||-117.5,2026-07-12,Kamilla Cardoso,Chicago Sky @ Dallas Wings,REB,UNDER,8.5,WIN,graded,final outcome WIN,
56,2026-07-12|azzi fudd|chicago sky @ dallas wings|pra|under|19.5||-131.0,2026-07-12,Azzi Fudd,Chicago Sky @ Dallas Wings,PRA,UNDER,19.5,WIN,graded,final outcome WIN,
57,2026-07-12|courtney vandersloot|chicago sky @ dallas wings|pts|under|7.5||-103.75,2026-07-12,Courtney Vandersloot,Chicago Sky @ Dallas Wings,PTS,UNDER,7.5,WIN,graded,final outcome WIN,
58,2026-07-12|kamilla cardoso|chicago sky @ dallas wings|pa|under|18.5||-130.0,2026-07-12,Kamilla Cardoso,Chicago Sky @ Dallas Wings,PA,UNDER,18.5,WIN,graded,final outcome WIN,
59,2026-07-12|kamilla cardoso|chicago sky @ dallas wings|pra|under|26.5||-113.33,2026-07-12,Kamilla Cardoso,Chicago Sky @ Dallas Wings,PRA,UNDER,26.5,WIN,graded,final outcome WIN,
60,2026-07-12|courtney vandersloot|chicago sky @ dallas wings|pa|under|12.5||-107.5,2026-07-12,Courtney Vandersloot,Chicago Sky @ Dallas Wings,PA,UNDER,12.5,WIN,graded,final outcome WIN,
61,2026-07-12|kamilla cardoso|chicago sky @ dallas wings|pr|under|23.5||-113.0,2026-07-12,Kamilla Cardoso,Chicago Sky @ Dallas Wings,PR,UNDER,23.5,WIN,graded,final outcome WIN,
62,2026-07-12|kamilla cardoso|chicago sky @ dallas wings|pts|under|15.5||-128.0,2026-07-12,Kamilla Cardoso,Chicago Sky @ Dallas Wings,PTS,UNDER,15.5,WIN,graded,final outcome WIN,
63,2026-07-12|sydney taylor|chicago sky @ dallas wings|3pm|over|1.5||-172.5,2026-07-12,Sydney Taylor,Chicago Sky @ Dallas Wings,3PM,OVER,1.5,WIN,graded,final outcome WIN,
64,2026-07-13|kahleah copper|phoenix mercury @ minnesota lynx|reb|over|3.5||-136.4,2026-07-13,Kahleah Copper,Phoenix Mercury @ Minnesota Lynx,REB,OVER,3.5,LOSS,graded,final outcome LOSS,
65,2026-07-13|allisha gray|los angeles sparks @ atlanta dream|3pm|under|1.5||109.5,2026-07-13,Allisha Gray,Los Angeles Sparks @ Atlanta Dream,3PM,UNDER,1.5,LOSS,graded,final outcome LOSS,
66,2026-07-13|kayla mcbride|phoenix mercury @ minnesota lynx|pts|over|16.5||-66.6,2026-07-13,Kayla McBride,Phoenix Mercury @ Minnesota Lynx,PTS,OVER,16.5,WIN,graded,final outcome WIN,
67,2026-07-13|naz hillmon|los angeles sparks @ atlanta dream|3pm|under|1.5||-203.75,2026-07-13,Naz Hillmon,Los Angeles Sparks @ Atlanta Dream,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
68,2026-07-13|alyssa thomas|phoenix mercury @ minnesota lynx|reb|under|7.5||-150.0,2026-07-13,Alyssa Thomas,Phoenix Mercury @ Minnesota Lynx,REB,UNDER,7.5,LOSS,graded,final outcome LOSS,
69,2026-07-13|courtney williams|phoenix mercury @ minnesota lynx|ra|over|8.5||-149.0,2026-07-13,Courtney Williams,Phoenix Mercury @ Minnesota Lynx,RA,OVER,8.5,WIN,graded,final outcome WIN,
70,2026-07-13|nia coffey|phoenix mercury @ minnesota lynx|pa|under|10.5||-128.0,2026-07-13,Nia Coffey,Phoenix Mercury @ Minnesota Lynx,PA,UNDER,10.5,WIN,graded,final outcome WIN,
71,2026-07-13|shakira austin|washington mystics @ toronto tempo|ast|under|3.5||-192.0,2026-07-14,Shakira Austin,Washington Mystics @ Toronto Tempo,AST,UNDER,3.5,WIN,graded,final outcome WIN,
72,2026-07-13|nia coffey|phoenix mercury @ minnesota lynx|pts|under|7.5||-111.25,2026-07-13,Nia Coffey,Phoenix Mercury @ Minnesota Lynx,PTS,UNDER,7.5,WIN,graded,final outcome WIN,
73,2026-07-13|nia coffey|phoenix mercury @ minnesota lynx|pr|under|13.5||-126.0,2026-07-13,Nia Coffey,Phoenix Mercury @ Minnesota Lynx,PR,UNDER,13.5,WIN,graded,final outcome WIN,
74,2026-07-13|nia coffey|phoenix mercury @ minnesota lynx|pra|under|15.5||-110.67,2026-07-13,Nia Coffey,Phoenix Mercury @ Minnesota Lynx,PRA,UNDER,15.5,WIN,graded,final outcome WIN,
75,2026-07-13|rhyne howard|los angeles sparks @ atlanta dream|pra|under|28.5||-122.0,2026-07-13,Rhyne Howard,Los Angeles Sparks @ Atlanta Dream,PRA,UNDER,28.5,WIN,graded,final outcome WIN,
76,2026-07-13|rhyne howard|los angeles sparks @ atlanta dream|pa|under|23.5||-110.5,2026-07-13,Rhyne Howard,Los Angeles Sparks @ Atlanta Dream,PA,UNDER,23.5,WIN,graded,final outcome WIN,
77,2026-07-13|rhyne howard|los angeles sparks @ atlanta dream|pts|under|20.5||-126.0,2026-07-13,Rhyne Howard,Los Angeles Sparks @ Atlanta Dream,PTS,UNDER,20.5,WIN,graded,final outcome WIN,
78,2026-07-13|nneka ogwumike|los angeles sparks @ atlanta dream|ast|over|2.5||-165.0,2026-07-13,Nneka Ogwumike,Los Angeles Sparks @ Atlanta Dream,AST,OVER,2.5,WIN,graded,final outcome WIN,
79,2026-07-13|georgia amoore|washington mystics @ toronto tempo|pra|under|12.5||-118.0,2026-07-14,Georgia Amoore,Washington Mystics @ Toronto Tempo,PRA,UNDER,12.5,WIN,graded,final outcome WIN,
80,2026-07-13|alyssa thomas|phoenix mercury @ minnesota lynx|ra|under|15.5||-126.0,2026-07-13,Alyssa Thomas,Phoenix Mercury @ Minnesota Lynx,RA,UNDER,15.5,LOSS,graded,final outcome LOSS,
81,2026-07-13|kayla mcbride|phoenix mercury @ minnesota lynx|pr|over|19.5||-130.0,2026-07-13,Kayla McBride,Phoenix Mercury @ Minnesota Lynx,PR,OVER,19.5,WIN,graded,final outcome WIN,
82,2026-07-13|kiki iriafen|washington mystics @ toronto tempo|pra|under|27.5||-130.0,2026-07-14,Kiki Iriafen,Washington Mystics @ Toronto Tempo,PRA,UNDER,27.5,LOSS,graded,final outcome LOSS,
83,2026-07-13|georgia amoore|washington mystics @ toronto tempo|3pm|under|1.5||-185.0,2026-07-14,Georgia Amoore,Washington Mystics @ Toronto Tempo,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
84,2026-07-13|nia coffey|phoenix mercury @ minnesota lynx|3pm|under|1.5||-173.0,2026-07-13,Nia Coffey,Phoenix Mercury @ Minnesota Lynx,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
85,2026-07-13|rhyne howard|los angeles sparks @ atlanta dream|pr|under|24.5||-113.0,2026-07-13,Rhyne Howard,Los Angeles Sparks @ Atlanta Dream,PR,UNDER,24.5,WIN,graded,final outcome WIN,
86,2026-07-13|rhyne howard|los angeles sparks @ atlanta dream|pts|under|19.5||-104.0,2026-07-13,Rhyne Howard,Los Angeles Sparks @ Atlanta Dream,PTS,UNDER,19.5,WIN,graded,final outcome WIN,
87,2026-07-13|nia coffey|phoenix mercury @ minnesota lynx|reb|under|5.5||-129.0,2026-07-13,Nia Coffey,Phoenix Mercury @ Minnesota Lynx,REB,UNDER,5.5,WIN,graded,final outcome WIN,
88,2026-07-13|alyssa thomas|phoenix mercury @ minnesota lynx|ast|under|8.5||-158.0,2026-07-13,Alyssa Thomas,Phoenix Mercury @ Minnesota Lynx,AST,UNDER,8.5,LOSS,graded,final outcome LOSS,
89,2026-07-13|kiki iriafen|washington mystics @ toronto tempo|ast|under|2.5||-179.0,2026-07-14,Kiki Iriafen,Washington Mystics @ Toronto Tempo,AST,UNDER,2.5,WIN,graded,final outcome WIN,
90,2026-07-13|kayla mcbride|phoenix mercury @ minnesota lynx|pra|over|22.5||-122.5,2026-07-13,Kayla McBride,Phoenix Mercury @ Minnesota Lynx,PRA,OVER,22.5,WIN,graded,final outcome WIN,
91,2026-07-13|carla leite|portland fire @ connecticut sun|reb|over|2.5||35.67,2026-07-14,Carla Leite,Portland Fire @ Connecticut Sun,REB,OVER,2.5,LOSS,graded,final outcome LOSS,
92,2026-07-13|kiki iriafen|washington mystics @ toronto tempo|reb|under|10.5||-125.5,2026-07-14,Kiki Iriafen,Washington Mystics @ Toronto Tempo,REB,UNDER,10.5,LOSS,graded,final outcome LOSS,
93,2026-07-13|courtney williams|phoenix mercury @ minnesota lynx|ra|over|9.5||116.0,2026-07-13,Courtney Williams,Phoenix Mercury @ Minnesota Lynx,RA,OVER,9.5,WIN,graded,final outcome WIN,
94,2026-07-13|kayla mcbride|phoenix mercury @ minnesota lynx|pa|over|19.5||-113.5,2026-07-13,Kayla McBride,Phoenix Mercury @ Minnesota Lynx,PA,OVER,19.5,WIN,graded,final outcome WIN,
95,2026-07-13|dearica hamby|los angeles sparks @ atlanta dream|pts|over|15.5||-120.0,2026-07-13,Dearica Hamby,Los Angeles Sparks @ Atlanta Dream,PTS,OVER,15.5,LOSS,graded,final outcome LOSS,
96,2026-07-13|ariel atkins|los angeles sparks @ atlanta dream|reb|over|2.5||-159.5,2026-07-13,Ariel Atkins,Los Angeles Sparks @ Atlanta Dream,REB,OVER,2.5,WIN,graded,final outcome WIN,
97,2026-07-13|rhyne howard|los angeles sparks @ atlanta dream|ra|under|8.5||-154.0,2026-07-13,Rhyne Howard,Los Angeles Sparks @ Atlanta Dream,RA,UNDER,8.5,WIN,graded,final outcome WIN,
98,2026-07-13|natasha howard|phoenix mercury @ minnesota lynx|ast|over|1.5||-193.0,2026-07-13,Natasha Howard,Phoenix Mercury @ Minnesota Lynx,AST,OVER,1.5,WIN,graded,final outcome WIN,
99,2026-07-13|kahleah copper|phoenix mercury @ minnesota lynx|reb|over|3.5||-126.4,2026-07-13,Kahleah Copper,Phoenix Mercury @ Minnesota Lynx,REB,OVER,3.5,LOSS,graded,final outcome LOSS,
100,2026-07-13|allisha gray|los angeles sparks @ atlanta dream|3pm|under|1.5||108.75,2026-07-13,Allisha Gray,Los Angeles Sparks @ Atlanta Dream,3PM,UNDER,1.5,LOSS,graded,final outcome LOSS,
101,2026-07-13|dearica hamby|los angeles sparks @ atlanta dream|ast|under|3.5||-260.0,2026-07-13,Dearica Hamby,Los Angeles Sparks @ Atlanta Dream,AST,UNDER,3.5,WIN,graded,final outcome WIN,
102,2026-07-13|kayla mcbride|phoenix mercury @ minnesota lynx|pts|over|16.5||-111.4,2026-07-13,Kayla McBride,Phoenix Mercury @ Minnesota Lynx,PTS,OVER,16.5,WIN,graded,final outcome WIN,
103,2026-07-13|naz hillmon|los angeles sparks @ atlanta dream|3pm|under|1.5||-199.5,2026-07-13,Naz Hillmon,Los Angeles Sparks @ Atlanta Dream,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
104,2026-07-13|emily engstler|portland fire @ connecticut sun|reb|over|5.5||-145.25,2026-07-14,Emily Engstler,Portland Fire @ Connecticut Sun,REB,OVER,5.5,LOSS,graded,final outcome LOSS,
105,2026-07-13|shakira austin|washington mystics @ toronto tempo|ast|under|3.5||-185.0,2026-07-14,Shakira Austin,Washington Mystics @ Toronto Tempo,AST,UNDER,3.5,WIN,graded,final outcome WIN,
106,2026-07-13|nia coffey|phoenix mercury @ minnesota lynx|pts|under|7.5||-113.0,2026-07-13,Nia Coffey,Phoenix Mercury @ Minnesota Lynx,PTS,UNDER,7.5,WIN,graded,final outcome WIN,
107,2026-07-13|nia coffey|phoenix mercury @ minnesota lynx|pr|under|13.5||-130.0,2026-07-13,Nia Coffey,Phoenix Mercury @ Minnesota Lynx,PR,UNDER,13.5,WIN,graded,final outcome WIN,
108,2026-07-13|nia coffey|phoenix mercury @ minnesota lynx|pra|under|15.5||-116.33,2026-07-13,Nia Coffey,Phoenix Mercury @ Minnesota Lynx,PRA,UNDER,15.5,WIN,graded,final outcome WIN,
109,2026-07-13|jordin canada|los angeles sparks @ atlanta dream|reb|over|3.5||-158.0,2026-07-13,Jordin Canada,Los Angeles Sparks @ Atlanta Dream,REB,OVER,3.5,LOSS,graded,final outcome LOSS,
110,2026-07-13|rhyne howard|los angeles sparks @ atlanta dream|pra|under|28.5||-122.67,2026-07-13,Rhyne Howard,Los Angeles Sparks @ Atlanta Dream,PRA,UNDER,28.5,WIN,graded,final outcome WIN,
111,2026-07-13|rhyne howard|los angeles sparks @ atlanta dream|pa|under|23.5||-114.5,2026-07-13,Rhyne Howard,Los Angeles Sparks @ Atlanta Dream,PA,UNDER,23.5,WIN,graded,final outcome WIN,
112,2026-07-13|georgia amoore|washington mystics @ toronto tempo|pra|under|12.5||-110.0,2026-07-14,Georgia Amoore,Washington Mystics @ Toronto Tempo,PRA,UNDER,12.5,WIN,graded,final outcome WIN,
113,2026-07-13|nneka ogwumike|los angeles sparks @ atlanta dream|ast|over|2.5||-170.5,2026-07-13,Nneka Ogwumike,Los Angeles Sparks @ Atlanta Dream,AST,OVER,2.5,WIN,graded,final outcome WIN,
114,2026-07-13|kayla mcbride|phoenix mercury @ minnesota lynx|pr|over|19.5||-123.0,2026-07-13,Kayla McBride,Phoenix Mercury @ Minnesota Lynx,PR,OVER,19.5,WIN,graded,final outcome WIN,
115,2026-07-13|alyssa thomas|phoenix mercury @ minnesota lynx|ra|under|15.5||-140.0,2026-07-13,Alyssa Thomas,Phoenix Mercury @ Minnesota Lynx,RA,UNDER,15.5,LOSS,graded,final outcome LOSS,
116,2026-07-13|nia coffey|phoenix mercury @ minnesota lynx|3pm|under|1.5||-170.5,2026-07-13,Nia Coffey,Phoenix Mercury @ Minnesota Lynx,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
117,2026-07-13|georgia amoore|washington mystics @ toronto tempo|3pm|under|1.5||-192.0,2026-07-14,Georgia Amoore,Washington Mystics @ Toronto Tempo,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
118,2026-07-13|rhyne howard|los angeles sparks @ atlanta dream|pr|under|24.5||-117.0,2026-07-13,Rhyne Howard,Los Angeles Sparks @ Atlanta Dream,PR,UNDER,24.5,WIN,graded,final outcome WIN,
119,2026-07-13|rhyne howard|los angeles sparks @ atlanta dream|pts|under|19.5||-105.5,2026-07-13,Rhyne Howard,Los Angeles Sparks @ Atlanta Dream,PTS,UNDER,19.5,WIN,graded,final outcome WIN,
120,2026-07-13|nia coffey|phoenix mercury @ minnesota lynx|reb|under|5.5||-131.0,2026-07-13,Nia Coffey,Phoenix Mercury @ Minnesota Lynx,REB,UNDER,5.5,WIN,graded,final outcome WIN,
121,2026-07-13|nia coffey|phoenix mercury @ minnesota lynx|pr|under|12.5||-103.0,2026-07-13,Nia Coffey,Phoenix Mercury @ Minnesota Lynx,PR,UNDER,12.5,WIN,graded,final outcome WIN,
122,2026-07-13|kiki iriafen|washington mystics @ toronto tempo|ast|under|2.5||-175.0,2026-07-14,Kiki Iriafen,Washington Mystics @ Toronto Tempo,AST,UNDER,2.5,WIN,graded,final outcome WIN,
123,2026-07-13|kayla mcbride|phoenix mercury @ minnesota lynx|pra|over|22.5||-120.75,2026-07-13,Kayla McBride,Phoenix Mercury @ Minnesota Lynx,PRA,OVER,22.5,WIN,graded,final outcome WIN,
124,2026-07-13|courtney williams|phoenix mercury @ minnesota lynx|ra|over|9.5||0.0,2026-07-13,Courtney Williams,Phoenix Mercury @ Minnesota Lynx,RA,OVER,9.5,WIN,graded,final outcome WIN,
125,2026-07-13|carla leite|portland fire @ connecticut sun|reb|over|2.5||36.0,2026-07-14,Carla Leite,Portland Fire @ Connecticut Sun,REB,OVER,2.5,LOSS,graded,final outcome LOSS,
126,2026-07-13|kiki iriafen|washington mystics @ toronto tempo|reb|under|10.5||-122.25,2026-07-14,Kiki Iriafen,Washington Mystics @ Toronto Tempo,REB,UNDER,10.5,LOSS,graded,final outcome LOSS,
127,2026-07-13|nia coffey|phoenix mercury @ minnesota lynx|pa|under|9.5||-108.0,2026-07-13,Nia Coffey,Phoenix Mercury @ Minnesota Lynx,PA,UNDER,9.5,WIN,graded,final outcome WIN,
128,2026-07-13|kayla mcbride|phoenix mercury @ minnesota lynx|pa|over|19.5||-111.5,2026-07-13,Kayla McBride,Phoenix Mercury @ Minnesota Lynx,PA,OVER,19.5,WIN,graded,final outcome WIN,
