row_number,candidate_id,date,player,game,stat,side,line,outcome,category,reason,existing_grading_reason
549,2026-07-20|azzi fudd|new york liberty @ dallas wings|pr|under|18.5||-110.0,2026-07-20,Azzi Fudd,New York Liberty @ Dallas Wings,PR,UNDER,18.5,WIN,graded,final outcome WIN,
550,2026-07-20|charlisse leger-walker|connecticut sun @ indiana fever|pra|under|15.5||-131.0,2026-07-19,Charlisse Leger-Walker,Connecticut Sun @ Indiana Fever,PRA,UNDER,15.5,WIN,graded,final outcome WIN,
551,2026-07-20|pauline astier|new york liberty @ dallas wings|pra|under|16.5||-129.0,2026-07-20,Pauline Astier,New York Liberty @ Dallas Wings,PRA,UNDER,16.5,WIN,graded,final outcome WIN,
552,2026-07-20|dearica hamby|phoenix mercury @ los angeles sparks|ra|under|9.5||-1.5,2026-07-19,Dearica Hamby,Phoenix Mercury @ Los Angeles Sparks,RA,UNDER,9.5,WIN,graded,final outcome WIN,
553,2026-07-20|pauline astier|new york liberty @ dallas wings|pts|under|9.5||-113.0,2026-07-20,Pauline Astier,New York Liberty @ Dallas Wings,PTS,UNDER,9.5,WIN,graded,final outcome WIN,
554,2026-07-20|sonia citron|washington mystics @ golden state valkyries|ast|over|2.5||-172.0,2026-07-20,Sonia Citron,Washington Mystics @ Golden State Valkyries,AST,OVER,2.5,WIN,graded,final outcome WIN,
555,2026-07-20|pauline astier|new york liberty @ dallas wings|reb|under|2.5||33.33,2026-07-20,Pauline Astier,New York Liberty @ Dallas Wings,REB,UNDER,2.5,WIN,graded,final outcome WIN,
556,2026-07-20|breanna stewart|new york liberty @ dallas wings|ra|under|11.5||-11.0,2026-07-20,Breanna Stewart,New York Liberty @ Dallas Wings,RA,UNDER,11.5,LOSS,graded,final outcome LOSS,
557,2026-07-20|courtney williams|minnesota lynx @ seattle storm|3pm|under|1.5||-172.75,2026-07-20,Courtney Williams,Minnesota Lynx @ Seattle Storm,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
558,2026-07-20|natasha howard|minnesota lynx @ seattle storm|pra|under|27.5||-119.0,2026-07-20,Natasha Howard,Minnesota Lynx @ Seattle Storm,PRA,UNDER,27.5,WIN,graded,final outcome WIN,
559,2026-07-20|laura juskaite|las vegas aces @ toronto tempo|reb|under|4.5||-148.0,2026-07-20,Laura Juskaite,Las Vegas Aces @ Toronto Tempo,REB,UNDER,4.5,WIN,graded,final outcome WIN,
560,2026-07-20|chelsea gray|las vegas aces @ toronto tempo|reb|under|3.5||-145.0,2026-07-20,Chelsea Gray,Las Vegas Aces @ Toronto Tempo,REB,UNDER,3.5,LOSS,graded,final outcome LOSS,
561,2026-07-20|natasha howard|minnesota lynx @ seattle storm|pr|under|24.5||-127.5,2026-07-20,Natasha Howard,Minnesota Lynx @ Seattle Storm,PR,UNDER,24.5,WIN,graded,final outcome WIN,
562,2026-07-20|breanna stewart|new york liberty @ dallas wings|reb|under|8.5||-128.75,2026-07-20,Breanna Stewart,New York Liberty @ Dallas Wings,REB,UNDER,8.5,LOSS,graded,final outcome LOSS,
563,2026-07-20|azzi fudd|new york liberty @ dallas wings|ast|under|2.5||-128.0,2026-07-20,Azzi Fudd,New York Liberty @ Dallas Wings,AST,UNDER,2.5,WIN,graded,final outcome WIN,
564,2026-07-20|charlisse leger-walker|connecticut sun @ indiana fever|pts|under|7.5||-121.33,2026-07-19,Charlisse Leger-Walker,Connecticut Sun @ Indiana Fever,PTS,UNDER,7.5,WIN,graded,final outcome WIN,
565,2026-07-20|jewell loyd|las vegas aces @ toronto tempo|pr|under|11.5||-136.0,2026-07-20,Jewell Loyd,Las Vegas Aces @ Toronto Tempo,PR,UNDER,11.5,LOSS,graded,final outcome LOSS,
566,2026-07-20|caitlin clark|connecticut sun @ indiana fever|reb|under|3.5||-110.33,2026-07-22,Caitlin Clark,Connecticut Sun @ Indiana Fever,REB,UNDER,3.5,WIN,graded,final outcome WIN,
567,2026-07-20|charlisse leger-walker|connecticut sun @ indiana fever|pa|under|11.5||-106.0,2026-07-19,Charlisse Leger-Walker,Connecticut Sun @ Indiana Fever,PA,UNDER,11.5,WIN,graded,final outcome WIN,
568,2026-07-20|breanna stewart|new york liberty @ dallas wings|ast|under|3.5||-170.5,2026-07-20,Breanna Stewart,New York Liberty @ Dallas Wings,AST,UNDER,3.5,LOSS,graded,final outcome LOSS,
569,2026-07-20|jonquel jones|new york liberty @ dallas wings|ast|under|2.5||-172.33,2026-07-20,Jonquel Jones,New York Liberty @ Dallas Wings,AST,UNDER,2.5,WIN,graded,final outcome WIN,
570,2026-07-20|marina mabrey|las vegas aces @ toronto tempo|ast|under|3.5||-148.0,2026-07-20,Marina Mabrey,Las Vegas Aces @ Toronto Tempo,AST,UNDER,3.5,LOSS,graded,final outcome LOSS,
571,2026-07-20|ariel atkins|phoenix mercury @ los angeles sparks|pra|under|16.5||-110.0,2026-07-19,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,PRA,UNDER,16.5,WIN,graded,final outcome WIN,
572,2026-07-20|olivia miles|minnesota lynx @ seattle storm|reb|under|4.5||-150.0,2026-07-20,Olivia Miles,Minnesota Lynx @ Seattle Storm,REB,UNDER,4.5,LOSS,graded,final outcome LOSS,
573,2026-07-20|jewell loyd|las vegas aces @ toronto tempo|reb|under|2.5||-162.5,2026-07-20,Jewell Loyd,Las Vegas Aces @ Toronto Tempo,REB,UNDER,2.5,WIN,graded,final outcome WIN,
574,2026-07-20|jewell loyd|las vegas aces @ toronto tempo|pr|under|10.5||100.0,2026-07-20,Jewell Loyd,Las Vegas Aces @ Toronto Tempo,PR,UNDER,10.5,LOSS,graded,final outcome LOSS,
575,2026-07-20|flau'jae johnson|minnesota lynx @ seattle storm|3pm|under|1.5||-209.0,2026-07-20,Flau'jae Johnson,Minnesota Lynx @ Seattle Storm,3PM,UNDER,1.5,LOSS,graded,final outcome LOSS,
576,2026-07-20|ariel atkins|phoenix mercury @ los angeles sparks|pts|under|10.5||-116.67,2026-07-19,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,PTS,UNDER,10.5,WIN,graded,final outcome WIN,
577,2026-07-20|brittney griner|connecticut sun @ indiana fever|reb|under|6.5||-154.0,2026-07-19,Brittney Griner,Connecticut Sun @ Indiana Fever,REB,UNDER,6.5,WIN,graded,final outcome WIN,
578,2026-07-20|nalyssa smith|las vegas aces @ toronto tempo|reb|under|5.5||0.0,2026-07-20,NaLyssa Smith,Las Vegas Aces @ Toronto Tempo,REB,UNDER,5.5,WIN,graded,final outcome WIN,
579,2026-07-20|jonquel jones|new york liberty @ dallas wings|pa|under|17.5||-131.0,2026-07-20,Jonquel Jones,New York Liberty @ Dallas Wings,PA,UNDER,17.5,WIN,graded,final outcome WIN,
580,2026-07-20|isabelle harrison|las vegas aces @ toronto tempo|pts|under|11.5||-2.5,2026-07-20,Isabelle Harrison,Las Vegas Aces @ Toronto Tempo,PTS,UNDER,11.5,LOSS,graded,final outcome LOSS,
581,2026-07-20|julie allemand|las vegas aces @ toronto tempo|ast|under|6.5||-140.0,2026-07-20,Julie Allemand,Las Vegas Aces @ Toronto Tempo,AST,UNDER,6.5,WIN,graded,final outcome WIN,
582,2026-07-20|isabelle harrison|las vegas aces @ toronto tempo|pts|under|12.5||-125.5,2026-07-20,Isabelle Harrison,Las Vegas Aces @ Toronto Tempo,PTS,UNDER,12.5,LOSS,graded,final outcome LOSS,
583,2026-07-20|isabelle harrison|las vegas aces @ toronto tempo|pr|under|17.5||-113.0,2026-07-20,Isabelle Harrison,Las Vegas Aces @ Toronto Tempo,PR,UNDER,17.5,LOSS,graded,final outcome LOSS,
584,2026-07-21|kayla mcbride|minnesota lynx @ seattle storm|ast|under|2.5||-186.0,2026-07-21,Kayla McBride,Minnesota Lynx @ Seattle Storm,AST,UNDER,2.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
585,2026-07-21|sabrina ionescu|chicago sky @ new york liberty|ast|under|5.5||-162.75,2026-07-22,Sabrina Ionescu,Chicago Sky @ New York Liberty,AST,UNDER,5.5,WIN,graded,final outcome WIN,
586,2026-07-21|dewanna bonner|phoenix mercury @ los angeles sparks|reb|over|5.5||116.75,2026-07-22,DeWanna Bonner,Phoenix Mercury @ Los Angeles Sparks,REB,OVER,5.5,WIN,graded,final outcome WIN,
587,2026-07-21|natisha hiedeman|minnesota lynx @ seattle storm|3pm|under|2.5||-197.0,2026-07-21,Natisha Hiedeman,Minnesota Lynx @ Seattle Storm,3PM,UNDER,2.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
588,2026-07-21|pauline astier|chicago sky @ new york liberty|pr|under|11.5||-119.5,2026-07-22,Pauline Astier,Chicago Sky @ New York Liberty,PR,UNDER,11.5,WIN,graded,final outcome WIN,
589,2026-07-21|lexie hull|connecticut sun @ indiana fever|reb|under|2.5||121.33,2026-07-22,Lexie Hull,Connecticut Sun @ Indiana Fever,REB,UNDER,2.5,LOSS,graded,final outcome LOSS,
590,2026-07-21|sonia citron|las vegas aces @ washington mystics|3pm|under|1.5||-173.25,2026-07-22,Sonia Citron,Las Vegas Aces @ Washington Mystics,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
591,2026-07-21|azzi fudd|dallas wings @ portland fire|pts|under|15.5||-112.25,2026-07-22,Azzi Fudd,Dallas Wings @ Portland Fire,PTS,UNDER,15.5,WIN,graded,final outcome WIN,
592,2026-07-21|azzi fudd|dallas wings @ portland fire|pra|under|20.5||-124.33,2026-07-22,Azzi Fudd,Dallas Wings @ Portland Fire,PRA,UNDER,20.5,WIN,graded,final outcome WIN,
593,2026-07-21|azzi fudd|dallas wings @ portland fire|pa|under|18.5||-130.0,2026-07-22,Azzi Fudd,Dallas Wings @ Portland Fire,PA,UNDER,18.5,WIN,graded,final outcome WIN,
594,2026-07-21|pauline astier|chicago sky @ new york liberty|reb|under|2.5||-132.67,2026-07-22,Pauline Astier,Chicago Sky @ New York Liberty,REB,UNDER,2.5,WIN,graded,final outcome WIN,
595,2026-07-21|azzi fudd|dallas wings @ portland fire|pa|under|17.5||-106.0,2026-07-22,Azzi Fudd,Dallas Wings @ Portland Fire,PA,UNDER,17.5,WIN,graded,final outcome WIN,
596,2026-07-21|azzi fudd|dallas wings @ portland fire|pr|under|17.5||-105.5,2026-07-22,Azzi Fudd,Dallas Wings @ Portland Fire,PR,UNDER,17.5,WIN,graded,final outcome WIN,
597,2026-07-21|dearica hamby|phoenix mercury @ los angeles sparks|ra|under|9.5||-2.5,2026-07-22,Dearica Hamby,Phoenix Mercury @ Los Angeles Sparks,RA,UNDER,9.5,LOSS,graded,final outcome LOSS,
598,2026-07-21|sabrina ionescu|chicago sky @ new york liberty|ra|under|8.5||101.5,2026-07-22,Sabrina Ionescu,Chicago Sky @ New York Liberty,RA,UNDER,8.5,WIN,graded,final outcome WIN,
599,2026-07-21|jonquel jones|chicago sky @ new york liberty|ast|under|2.5||-198.33,2026-07-22,Jonquel Jones,Chicago Sky @ New York Liberty,AST,UNDER,2.5,WIN,graded,final outcome WIN,
600,2026-07-21|natasha howard|minnesota lynx @ seattle storm|ast|over|2.5||-168.75,2026-07-21,Natasha Howard,Minnesota Lynx @ Seattle Storm,AST,OVER,2.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
601,2026-07-21|courtney williams|minnesota lynx @ seattle storm|3pm|under|1.5||-201.5,2026-07-21,Courtney Williams,Minnesota Lynx @ Seattle Storm,3PM,UNDER,1.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
602,2026-07-21|paige bueckers|dallas wings @ portland fire|ast|under|6.5||-143.25,2026-07-22,Paige Bueckers,Dallas Wings @ Portland Fire,AST,UNDER,6.5,WIN,graded,final outcome WIN,
603,2026-07-21|nalyssa smith|las vegas aces @ washington mystics|reb|under|5.5||-53.0,2026-07-22,NaLyssa Smith,Las Vegas Aces @ Washington Mystics,REB,UNDER,5.5,WIN,graded,final outcome WIN,
604,2026-07-21|jessica shepard|dallas wings @ portland fire|pts|under|15.5||-120.25,2026-07-22,Jessica Shepard,Dallas Wings @ Portland Fire,PTS,UNDER,15.5,LOSS,graded,final outcome LOSS,
605,2026-07-21|charlisse leger-walker|connecticut sun @ indiana fever|pts|under|7.5||-128.25,2026-07-22,Charlisse Leger-Walker,Connecticut Sun @ Indiana Fever,PTS,UNDER,7.5,WIN,graded,final outcome WIN,
606,2026-07-21|natasha howard|minnesota lynx @ seattle storm|pr|under|23.5||-121.5,2026-07-21,Natasha Howard,Minnesota Lynx @ Seattle Storm,PR,UNDER,23.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
607,2026-07-21|azzi fudd|dallas wings @ portland fire|ast|under|2.5||-184.67,2026-07-22,Azzi Fudd,Dallas Wings @ Portland Fire,AST,UNDER,2.5,WIN,graded,final outcome WIN,
608,2026-07-21|kayla mcbride|minnesota lynx @ seattle storm|reb|under|3.5||-179.5,2026-07-21,Kayla McBride,Minnesota Lynx @ Seattle Storm,REB,UNDER,3.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
609,2026-07-21|caitlin clark|connecticut sun @ indiana fever|reb|under|3.5||-111.0,2026-07-22,Caitlin Clark,Connecticut Sun @ Indiana Fever,REB,UNDER,3.5,WIN,graded,final outcome WIN,
610,2026-07-21|ariel atkins|phoenix mercury @ los angeles sparks|pra|under|17.5||-132.0,2026-07-22,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,PRA,UNDER,17.5,LOSS,graded,final outcome LOSS,
611,2026-07-21|natasha howard|minnesota lynx @ seattle storm|pra|under|26.5||-118.33,2026-07-21,Natasha Howard,Minnesota Lynx @ Seattle Storm,PRA,UNDER,26.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
612,2026-07-21|charlisse leger-walker|connecticut sun @ indiana fever|pa|under|11.5||-110.5,2026-07-22,Charlisse Leger-Walker,Connecticut Sun @ Indiana Fever,PA,UNDER,11.5,WIN,graded,final outcome WIN,
613,2026-07-21|ariel atkins|phoenix mercury @ los angeles sparks|pra|under|16.5||-102.5,2026-07-22,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,PRA,UNDER,16.5,LOSS,graded,final outcome LOSS,
614,2026-07-21|ariel atkins|phoenix mercury @ los angeles sparks|pr|under|14.5||-134.0,2026-07-22,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,PR,UNDER,14.5,LOSS,graded,final outcome LOSS,
615,2026-07-21|natisha hiedeman|minnesota lynx @ seattle storm|3pm|under|1.5||144.0,2026-07-21,Natisha Hiedeman,Minnesota Lynx @ Seattle Storm,3PM,UNDER,1.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
616,2026-07-21|ariel atkins|phoenix mercury @ los angeles sparks|pr|under|13.5||-102.0,2026-07-22,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,PR,UNDER,13.5,LOSS,graded,final outcome LOSS,
617,2026-07-21|natisha hiedeman|minnesota lynx @ seattle storm|pr|under|17.5||-127.5,2026-07-21,Natisha Hiedeman,Minnesota Lynx @ Seattle Storm,PR,UNDER,17.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
618,2026-07-21|ariel atkins|phoenix mercury @ los angeles sparks|pts|under|10.5||-107.0,2026-07-22,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,PTS,UNDER,10.5,LOSS,graded,final outcome LOSS,
619,2026-07-21|jessica shepard|dallas wings @ portland fire|pa|under|20.5||-108.0,2026-07-22,Jessica Shepard,Dallas Wings @ Portland Fire,PA,UNDER,20.5,LOSS,graded,final outcome LOSS,
620,2026-07-21|jonquel jones|chicago sky @ new york liberty|pts|under|14.5||-125.0,2026-07-22,Jonquel Jones,Chicago Sky @ New York Liberty,PTS,UNDER,14.5,WIN,graded,final outcome WIN,
621,2026-07-21|courtney williams|minnesota lynx @ seattle storm|reb|under|4.5||-107.0,2026-07-21,Courtney Williams,Minnesota Lynx @ Seattle Storm,REB,UNDER,4.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
622,2026-07-21|jonquel jones|chicago sky @ new york liberty|pa|under|16.5||-121.0,2026-07-22,Jonquel Jones,Chicago Sky @ New York Liberty,PA,UNDER,16.5,WIN,graded,final outcome WIN,
623,2026-07-22|natasha howard|minnesota lynx @ seattle storm|ra|over|9.5||104.0,2026-07-22,Natasha Howard,Minnesota Lynx @ Seattle Storm,RA,OVER,9.5,LOSS,graded,final outcome LOSS,
624,2026-07-22|kayla mcbride|minnesota lynx @ seattle storm|ast|under|2.5||-156.0,2026-07-22,Kayla McBride,Minnesota Lynx @ Seattle Storm,AST,UNDER,2.5,WIN,graded,final outcome WIN,
625,2026-07-22|sabrina ionescu|chicago sky @ new york liberty|ast|under|5.5||-161.67,2026-07-22,Sabrina Ionescu,Chicago Sky @ New York Liberty,AST,UNDER,5.5,WIN,graded,final outcome WIN,
626,2026-07-22|lexie hull|connecticut sun @ indiana fever|reb|under|3.5||-200.0,2026-07-22,Lexie Hull,Connecticut Sun @ Indiana Fever,REB,UNDER,3.5,WIN,graded,final outcome WIN,
627,2026-07-22|dewanna bonner|phoenix mercury @ los angeles sparks|reb|over|5.5||114.5,2026-07-22,DeWanna Bonner,Phoenix Mercury @ Los Angeles Sparks,REB,OVER,5.5,WIN,graded,final outcome WIN,
628,2026-07-22|natasha howard|minnesota lynx @ seattle storm|reb|over|6.5||-69.8,2026-07-22,Natasha Howard,Minnesota Lynx @ Seattle Storm,REB,OVER,6.5,LOSS,graded,final outcome LOSS,
629,2026-07-22|pauline astier|chicago sky @ new york liberty|pts|under|9.5||-137.0,2026-07-22,Pauline Astier,Chicago Sky @ New York Liberty,PTS,UNDER,9.5,WIN,graded,final outcome WIN,
630,2026-07-22|natisha hiedeman|minnesota lynx @ seattle storm|3pm|under|2.5||-190.0,2026-07-22,Natisha Hiedeman,Minnesota Lynx @ Seattle Storm,3PM,UNDER,2.5,WIN,graded,final outcome WIN,
631,2026-07-22|pauline astier|chicago sky @ new york liberty|pr|under|11.5||-121.0,2026-07-22,Pauline Astier,Chicago Sky @ New York Liberty,PR,UNDER,11.5,WIN,graded,final outcome WIN,
632,2026-07-22|lexie hull|connecticut sun @ indiana fever|reb|under|2.5||102.0,2026-07-22,Lexie Hull,Connecticut Sun @ Indiana Fever,REB,UNDER,2.5,LOSS,graded,final outcome LOSS,
633,2026-07-22|sonia citron|las vegas aces @ washington mystics|3pm|under|1.5||-179.75,2026-07-22,Sonia Citron,Las Vegas Aces @ Washington Mystics,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
634,2026-07-22|azzi fudd|dallas wings @ portland fire|pts|under|15.5||-113.0,2026-07-22,Azzi Fudd,Dallas Wings @ Portland Fire,PTS,UNDER,15.5,WIN,graded,final outcome WIN,
635,2026-07-22|azzi fudd|dallas wings @ portland fire|pra|under|20.5||-122.0,2026-07-22,Azzi Fudd,Dallas Wings @ Portland Fire,PRA,UNDER,20.5,WIN,graded,final outcome WIN,
636,2026-07-22|pauline astier|chicago sky @ new york liberty|reb|under|2.5||-117.5,2026-07-22,Pauline Astier,Chicago Sky @ New York Liberty,REB,UNDER,2.5,WIN,graded,final outcome WIN,
637,2026-07-22|azzi fudd|dallas wings @ portland fire|pa|under|17.5||-107.5,2026-07-22,Azzi Fudd,Dallas Wings @ Portland Fire,PA,UNDER,17.5,WIN,graded,final outcome WIN,
638,2026-07-22|charlisse leger-walker|connecticut sun @ indiana fever|pr|under|11.5||-122.0,2026-07-22,Charlisse Leger-Walker,Connecticut Sun @ Indiana Fever,PR,UNDER,11.5,WIN,graded,final outcome WIN,
639,2026-07-22|azzi fudd|dallas wings @ portland fire|pr|under|17.5||-109.0,2026-07-22,Azzi Fudd,Dallas Wings @ Portland Fire,PR,UNDER,17.5,WIN,graded,final outcome WIN,
640,2026-07-22|azzi fudd|dallas wings @ portland fire|pra|under|19.5||-105.0,2026-07-22,Azzi Fudd,Dallas Wings @ Portland Fire,PRA,UNDER,19.5,WIN,graded,final outcome WIN,
641,2026-07-22|charlisse leger-walker|connecticut sun @ indiana fever|pa|under|12.5||-114.0,2026-07-22,Charlisse Leger-Walker,Connecticut Sun @ Indiana Fever,PA,UNDER,12.5,WIN,graded,final outcome WIN,
642,2026-07-22|charlisse leger-walker|connecticut sun @ indiana fever|pra|under|15.5||-114.0,2026-07-22,Charlisse Leger-Walker,Connecticut Sun @ Indiana Fever,PRA,UNDER,15.5,WIN,graded,final outcome WIN,
643,2026-07-22|sabrina ionescu|chicago sky @ new york liberty|ra|under|9.5||-150.0,2026-07-22,Sabrina Ionescu,Chicago Sky @ New York Liberty,RA,UNDER,9.5,WIN,graded,final outcome WIN,
644,2026-07-22|jonquel jones|chicago sky @ new york liberty|ast|under|2.5||-175.0,2026-07-22,Jonquel Jones,Chicago Sky @ New York Liberty,AST,UNDER,2.5,WIN,graded,final outcome WIN,
645,2026-07-22|dearica hamby|phoenix mercury @ los angeles sparks|ra|under|9.5||-102.0,2026-07-22,Dearica Hamby,Phoenix Mercury @ Los Angeles Sparks,RA,UNDER,9.5,LOSS,graded,final outcome LOSS,
646,2026-07-22|dearica hamby|phoenix mercury @ los angeles sparks|3pm|under|0.5||-277.5,2026-07-22,Dearica Hamby,Phoenix Mercury @ Los Angeles Sparks,3PM,UNDER,0.5,WIN,graded,final outcome WIN,
647,2026-07-22|courtney williams|minnesota lynx @ seattle storm|3pm|under|1.5||-199.5,2026-07-22,Courtney Williams,Minnesota Lynx @ Seattle Storm,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
648,2026-07-22|paige bueckers|dallas wings @ portland fire|ast|under|6.5||-128.0,2026-07-22,Paige Bueckers,Dallas Wings @ Portland Fire,AST,UNDER,6.5,WIN,graded,final outcome WIN,
649,2026-07-22|charlisse leger-walker|connecticut sun @ indiana fever|pts|under|8.5||-119.0,2026-07-22,Charlisse Leger-Walker,Connecticut Sun @ Indiana Fever,PTS,UNDER,8.5,WIN,graded,final outcome WIN,
650,2026-07-22|charlisse leger-walker|connecticut sun @ indiana fever|pts|under|9.5||-179.0,2026-07-22,Charlisse Leger-Walker,Connecticut Sun @ Indiana Fever,PTS,UNDER,9.5,WIN,graded,final outcome WIN,
651,2026-07-22|jessica shepard|dallas wings @ portland fire|pts|under|15.5||-113.75,2026-07-22,Jessica Shepard,Dallas Wings @ Portland Fire,PTS,UNDER,15.5,LOSS,graded,final outcome LOSS,
652,2026-07-22|azzi fudd|dallas wings @ portland fire|ast|under|2.5||-204.0,2026-07-22,Azzi Fudd,Dallas Wings @ Portland Fire,AST,UNDER,2.5,WIN,graded,final outcome WIN,
653,2026-07-22|kayla mcbride|minnesota lynx @ seattle storm|reb|under|3.5||-208.0,2026-07-22,Kayla McBride,Minnesota Lynx @ Seattle Storm,REB,UNDER,3.5,WIN,graded,final outcome WIN,
654,2026-07-22|ariel atkins|phoenix mercury @ los angeles sparks|pra|under|16.5||-109.0,2026-07-22,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,PRA,UNDER,16.5,LOSS,graded,final outcome LOSS,
655,2026-07-22|megan gustafson|dallas wings @ portland fire|reb|under|4.5||-151.5,2026-07-22,Megan Gustafson,Dallas Wings @ Portland Fire,REB,UNDER,4.5,PENDING,game_mapping_failed,player exists in actuals warehouse but not on archive date,player-game actual unavailable
656,2026-07-22|natisha hiedeman|minnesota lynx @ seattle storm|3pm|under|1.5||146.67,2026-07-22,Natisha Hiedeman,Minnesota Lynx @ Seattle Storm,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
657,2026-07-22|nalyssa smith|las vegas aces @ washington mystics|reb|under|5.5||-130.25,2026-07-22,NaLyssa Smith,Las Vegas Aces @ Washington Mystics,REB,UNDER,5.5,WIN,graded,final outcome WIN,
658,2026-07-22|caitlin clark|connecticut sun @ indiana fever|reb|under|3.5||51.75,2026-07-22,Caitlin Clark,Connecticut Sun @ Indiana Fever,REB,UNDER,3.5,WIN,graded,final outcome WIN,
659,2026-07-22|jessica shepard|dallas wings @ portland fire|pa|under|21.5||-119.0,2026-07-22,Jessica Shepard,Dallas Wings @ Portland Fire,PA,UNDER,21.5,LOSS,graded,final outcome LOSS,
660,2026-07-22|natisha hiedeman|minnesota lynx @ seattle storm|pr|under|17.5||-125.0,2026-07-22,Natisha Hiedeman,Minnesota Lynx @ Seattle Storm,PR,UNDER,17.5,WIN,graded,final outcome WIN,
661,2026-07-22|jessica shepard|dallas wings @ portland fire|pa|under|20.5||-102.0,2026-07-22,Jessica Shepard,Dallas Wings @ Portland Fire,PA,UNDER,20.5,LOSS,graded,final outcome LOSS,
662,2026-07-22|ariel atkins|phoenix mercury @ los angeles sparks|pr|under|13.5||-106.5,2026-07-22,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,PR,UNDER,13.5,LOSS,graded,final outcome LOSS,
663,2026-07-22|ariel atkins|phoenix mercury @ los angeles sparks|pts|under|10.5||-110.75,2026-07-22,Ariel Atkins,Phoenix Mercury @ Los Angeles Sparks,PTS,UNDER,10.5,LOSS,graded,final outcome LOSS,
664,2026-07-22|jonquel jones|chicago sky @ new york liberty|pts|under|14.5||-128.75,2026-07-22,Jonquel Jones,Chicago Sky @ New York Liberty,PTS,UNDER,14.5,WIN,graded,final outcome WIN,
665,2026-07-22|jonquel jones|chicago sky @ new york liberty|pa|under|16.5||-123.0,2026-07-22,Jonquel Jones,Chicago Sky @ New York Liberty,PA,UNDER,16.5,WIN,graded,final outcome WIN,
666,2026-07-26|kayla mcbride|toronto tempo @ minnesota lynx|ast|under|2.5||-179.0,2026-07-28,Kayla McBride,Toronto Tempo @ Minnesota Lynx,AST,UNDER,2.5,LOSS,graded,final outcome LOSS,
667,2026-07-26|sabrina ionescu|new york liberty @ los angeles sparks|ast|under|5.5||-146.0,2026-07-28,Sabrina Ionescu,New York Liberty @ Los Angeles Sparks,AST,UNDER,5.5,LOSS,graded,final outcome LOSS,
668,2026-07-26|jordin canada|atlanta dream @ dallas wings|3pm|under|1.5||-245.0,2026-07-29,Jordin Canada,Atlanta Dream @ Dallas Wings,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
669,2026-07-26|natisha hiedeman|indiana fever @ seattle storm|3pm|under|2.5||-200.0,2026-07-28,Natisha Hiedeman,Indiana Fever @ Seattle Storm,3PM,UNDER,2.5,LOSS,graded,final outcome LOSS,
670,2026-07-26|rhyne howard|atlanta dream @ dallas wings|pa|under|21.5||-120.0,2026-07-25,Rhyne Howard,Atlanta Dream @ Dallas Wings,PA,UNDER,21.5,WIN,graded,final outcome WIN,
671,2026-07-26|jordin canada|atlanta dream @ dallas wings|ast|over|7.5||-154.0,2026-07-29,Jordin Canada,Atlanta Dream @ Dallas Wings,AST,OVER,7.5,WIN,graded,final outcome WIN,
672,2026-07-26|sabrina ionescu|new york liberty @ los angeles sparks|ra|under|9.5||-125.0,2026-07-28,Sabrina Ionescu,New York Liberty @ Los Angeles Sparks,RA,UNDER,9.5,LOSS,graded,final outcome LOSS,
673,2026-07-26|rhyne howard|atlanta dream @ dallas wings|pra|under|25.5||-114.0,2026-07-25,Rhyne Howard,Atlanta Dream @ Dallas Wings,PRA,UNDER,25.5,WIN,graded,final outcome WIN,
674,2026-07-26|rhyne howard|atlanta dream @ dallas wings|pts|under|17.5||-106.0,2026-07-25,Rhyne Howard,Atlanta Dream @ Dallas Wings,PTS,UNDER,17.5,WIN,graded,final outcome WIN,
